source,target,weight,PMID
Nfkb1,Plin1,1,17272828
Nfkb1,Pou2f2,1,9360945
Nfkb1,Ppig,1,19928584
Nfkb1,Prox1,1,19901262
Nfkb1,Psmb10,1,18694960
Nfkb1,Psmb9,1,18694960
Nfkb1,Ptafr,1,11502209
Nfkb1,Pten,1,17334236;19940030
Nfkb1,Ptgds,1,19094210
Nfkb1,Ptger4,1,23300802
Nfkb1,Ptges,1,17928629
Nfkb1,Ptgfr,1,16855208
Nfkb1,Ptpn13,1,11696979;16306044
Nfkb1,Ptpn6,1,18948549
Nfkb1,Reps2,-1,15184881
Nfkb1,Rgs4,1,18260825
Nfkb1,Ripk2,1,19693652
Nfkb1,Rrm2b,1,11978967
Nfkb1,S100a6,1,12859951
Nfkb1,Saa2,1,23391827
Nfkb1,Saa1,1,23391827
Nfkb1,Sdc1,1,16132527
Nfkb1,Serpina3c,-1,11027208
Nfkb1,Serpina3k,-1,11027208
Nfkb1,Serpina3m,-1,11027208
Nfkb1,Serpinb1a,1,10861849
Nfkb1,Serpine1,1,11757833;12675842;15631825
Nfkb1,Slc25a27,1,20385226
Nfkb1,Slc9a2,1,11254504
Nfkb1,Snai1,1,17665043;18477483;19538137
Nfkb1,Socs3,1,23335796
Nfkb1,Sqstm1,1,9762895
Nfkb1,Stat4,1,17046972
Nfkb1,Stk39,1,18787102
Nfkb1,Tap1,1,18694960
Nfkb1,Tap2,1,18694960
Nfkb1,Tapbp,1,18694960
Nfkb1,Tbp,1,9023117
Nfkb1,Tbx21,1,17407192
Nfkb1,Tert,1,18541630
Nfkb1,Tf,1,12744731;22119392
Nfkb1,Tff1,1,17565651
Nfkb1,Tff3,1,12297725;12912861
Nfkb1,Tfpi2,1,12757776
Nfkb1,Thbd,-1,17211835;22406829
Nfkb1,Timp1,-1,11426939;14600595
Nfkb1,Tlr2,1,12686724;19779021
Nfkb1,Tlr3,1,16423052;20658750
Nfkb1,Tlr7,1,16423052;20658750
Nfkb1,Tlr9,1,25194054
Nfkb1,Tnc,1,20723226
Nfkb1,Tnfaip3,1,10807933;11880364;19343319
Nfkb1,Tnfrsf10b,1,21243522
Nfkb1,Tnfrsf13c,1,20025535
Nfkb1,Tnfrsf9,1,12706838
Nfkb1,Tnfsf10,1,11544302;20542572;21243522
Nfkb1,Tnfsf13b,1,16497967
Nfkb1,Tnfsf14,1,21243522
Nfkb1,Traf1,1,10823821;11297551;14991743;17018379;17673602;19343319;9733516;9733827
Nfkb1,Trim21,1,23391827
Nfkb1,Trpc1,1,16709572
Nfkb1,Tslp,1,22270071
Nfkb1,Upp1,1,20544543
Nfkb1,Vegfa,1,12160329;15517885;15856023;16684540;17407600;17673602;18056465;18184402;20103608;20538607
Nfkb1,Xiap,1,14739605;15041463;15756023;16157589;16453001;18223231;18566231;18761050;18978816
Nfkb2,Ccl21a,1,20953353
Nfkb2,Ccl21c,1,20953353
Nfkb2,Ccl21b,1,20953353
Nfkb2,Ccnd2,1,18504428
Nfkb2,Cdk6,1,18504428
Nfkb2,Hif1a,-1,19414801
Nfkb2,Snd1,1,20363924
Nfkbib,Ifnb1,-1,10074115
Nfya,Ccnd2,1,9339900
Nfya,Cdkn1b,1,15064717
Nfya,Fas,1,9261184
Nfya,Gadd45a,1,11420680;11525640;14586402
Nfya,Gfi1b,1,19965638
Nfya,Hbb-b1,1,15833715
Nfya,Hoxb7,1,12697323
Nfya,Lpin1,1,19553673
Nfya,Sox18,1,18496767
Nfya,Sox3,1,15656994;19799567
Nfya,Stk11,1,22412893
Nfyb,Abcb1a,1,18234965
Nfyb,Ccnd2,1,9339900
Nfyb,Cdkn1b,1,15064717
Nfyb,Fas,1,9261184
Nfyb,Fos,1,23595228
Nfyb,Gfi1b,1,19965638
Nfyb,Hbb-b1,1,15833715
Nfyb,Hoxb7,1,12697323
Nfyb,Lpin1,1,19553673
Nfyb,Sox18,1,18496767
Nfyb,Sox3,1,19799567
Nfyb,Stk11,1,22412893
Nfyb,Tph1,1,9645961
Nfyc,Abcb1a,1,18234965
Nfyc,Ccnd2,1,9339900
Nfyc,Cdkn1b,1,15064717
Nfyc,Fas,1,9261184
Nfyc,Fdps,1,20450493
Nfyc,Fos,1,23595228
Nfyc,Gfi1b,1,19965638
Nfyc,Hbb-b1,1,15833715
Nfyc,Hoxb7,1,12697323
Nfyc,Lpin1,1,19553673
Nfyc,Sox18,1,18496767
Nfyc,Sox3,1,19799567
Nhlh2,Hes1,-1,21573214
Nkx2-2,Nppa,1,14573514
Nkx2-3,Egr1,1,21968973
Nkx2-5,Ctnnb1,-1,19479054
Nkx2-5,Dact1,-1,19479054
Nkx2-5,Dact2,-1,19479054
Nkx2-5,Dact3,-1,19479054
Nkx2-5,Lyl1,1,19608273
Nkx2-5,Mef2c,1,21261500
Nkx3-1,Esr1,-1,18794125
Nkx3-1,Igf1r,1,18360715;22179513
Nkx3-1,Six6,1,22848398
Nkx3-1,Tmprss2,1,24418414
Nkx3-1,Vegfa,1,18974119
Nono,Mia,1,23672612;24349210
Npas2,Cry2,1,17660446
Npas3,Vgf,1,21709683
Npm1,Ccnd1,1,18625744
Npm1,Cdkn1a,1,19221506
Npm1,Dnmt1,1,19887607
Npm1,Ptpn6,1,16825495
Npm1,Rpl3,1,21705779
Npm1,Taf1a,1,17069796
Npm1,Usp7,1,23183427
Nr0b1,Camp,-1,12213901
Nr0b1,Pbx1,1,18984668
Nr0b2,Cyp27a1,1,15581596
Nr0b2,E2f1,-1,18657049
Nr0b2,Pck2,-1,15047713;15358835;17094771;17909097;18459945;20688914
Nr1h2,Abcg4,1,16141411
Nr1h4,Abcb4,1,14527955;20422497
Nr1h4,Klf11,1,20060466
Nr1h4,Nfkb1,1,21364590
Nr1h4,Nr1i2,1,16682417;21476904
Nr1h4,Rela,1,21364590
Nr1h4,Stk11,1,22265968
Nr1h4,Vegfa,1,21364590
Nr1i2,Bcl2,1,16085054
Nr1i2,Bcl2l1,1,16085054
Nr1i2,Ccl12,-1,22248096
Nr1i2,Coro1c,1,21072196
Nr1i2,Fosl1,1,21072196
Nr1i2,Hp,1,19723538
Nr1i2,Il10,1,22285937
Nr1i2,Klf6,1,21072196
Nr1i2,Nfkb1,-1,22248096
Nr1i2,Nod1,-1,14688115
Nr1i2,Nod2,-1,14688115
Nr1i2,Ptafr,1,19703903
Nr1i2,Rab3a,1,21072196
Nr1i2,Rela,-1,22248096
Rela,Nr1i2,-1,16608838
Nr1i2,Rxra,1,21295138
Nr1i2,Thbs1,1,21072196
Nr1i2,Tnfrsf12a,1,21072196
Nr2f1,Apoa2,-1,1639815
Nr2f1,Dr1,-1,22357705
Nr2f1,Serpinc1,-1,8910619
Nr2f2,E2f1,1,22734039
Nr2f2,Hey1,1,23345397
Nr2f2,Nts,1,21030593
Nr2f6,Lhcgr,-1,10644740;11682620
Nr3c1,Atf2,-1,17016446
Nr3c1,Bad,1,17496926
Nr3c1,Bax,1,17496926
Nr3c1,Ccnd3,-1,9154817
Nr3c1,Cdk4,-1,9154817
Nr3c1,Cdk6,-1,9154817
Nr3c1,Csf1r,1,11891846;15118624
Nr3c1,Elk1,-1,17016446
Nr3c1,Ets1,-1,17016446
Nr3c1,Nfkb1,-1,17016446;8639160
Nr3c1,Pnrc1,1,10894149
Nr3c1,Ppig,1,20482443
Nr3c1,Rps6ka3,1,11705993
Nr3c1,Spp1,1,11126367
Nr3c1,Srf,-1,17016446
Nr4a1,Babam2,-1,22159226
Nr4a1,Ccna2,-1,12842839
Nr4a1,Cdkn1b,-1,12234960;12624637;12842839
Nr4a1,Cyp11a1,1,20083153
Nr4a1,Faslg,1,10745271;11700033;14563113;8811058
Nr4a1,Mmp2,1,22551568
Nr4a1,Rnf7,-1,22159226
Nr4a1,Timp2,1,22551568
Nr4a2,Apom,1,17977826
Nr5a1,Hsd3b3,1,23530236
Nr5a1,Hsd3b2,1,23530236
Nr5a1,Hsd3b6,1,23530236
Nr5a1,Ccn3,-1,17566092
Nr5a1,Pnrc1,1,10894149
Nrf1,Galnt3,1,10626815
Nrf1,Sdhb,1,9492280
Nrf1,Spast,1,22574173
Nrip1,Slc7a1,1,17056252
Nupr1,Bcl2l1,1,18690848
Nupr1,Cdkn1a,1,18690848;22858377
Nupr1,Ep300,1,22858377
Nupr1,Msl1,-1,19650074
Nupr1,Tp53,1,22858377
Olig2,Lgr5,1,23793848
Onecut1,Mitf,1,11478782
Onecut1,Proc,1,9553065
Otx1,Best1,1,18849347
Otx2,Aurka,1,21047732
Otx2,Ccng2,1,21047732
Otx2,Cdc25c,1,21047732
Otx2,Igf1,1,21047732
Otx2,Il6,1,21047732
Otx2,Pou1f1,1,18628516
Pa2g4,Agr2,1,20048076
Pa2g4,E2f1,-1,16254079;17786317
E2f1,Pa2g4,1,21085677
Pa2g4,Klk1b26,-1,16254079
Pa2g4,Klk1b8,-1,16254079
Pa2g4,Klk1b9,-1,16254079
Pa2g4,Klk1b1,-1,16254079
Pa2g4,Klk1b11,-1,16254079
Pa2g4,Klk1b27,-1,16254079
Pa2g4,Klk1b22,-1,16254079
Pa2g4,Klk1b21,-1,16254079
Pa2g4,Klk1b5,-1,16254079
Pa2g4,Klk1b16,-1,16254079
Pa2g4,Klk1b3,-1,16254079
Pa2g4,Klk1b24,-1,16254079
Pa2g4,Klk1b4,-1,16254079
Pa2g4,Klk1,-1,16254079
Pawr,Bcl2,-1,11912153;9989812
Pawr,Ccn3,1,11502835
Pax2,Ncam1,1,16406048;19485921
Pax2,Tp53,-1,16320598;8521821
Pax3,Dpysl2,1,17229153
Pax3,Shh,1,20569257
Pax4,Isl1,1,15161765
Pax5,Bax,1,22105368
Pax5,Bcl2,-1,22105368
Pax5,Ccnd1,-1,22105368
Pax5,Cdkn1a,1,22105368
Pax5,Fcer2,1,12731041;17513763
Pax5,Met,1,19139719;24628993
Pax5,Mmp1a,-1,22105368
Pax5,Mycn,1,9545244
Pax5,Prkce,1,9190940
Pax5,Timp1,1,22105368
Pax6,Itga5,1,10954416
Pax6,Itgb1,1,10954416
Pax6,Pdhx,-1,12783165
Pax8,Slc3a1,1,15673291
Pbx1,Pf4,1,12609849;15187018
Pbx2,Emx2,1,15494461
Pbx2,Fmo3,1,17786630
Pbx2,Meis1,1,24617557
Pbx2,Pf4,1,12609849
Pbx2,Vcp,1,19356220
Pcbd1,Fxyd2,1,24204001
Pcgf2,Zeb1,-1,23474752
Pcgf2,Zeb2,-1,23474752
Per2,Snai2,-1,23836662
Per2,Twist1,-1,23836662
Pgr,Atp1b1,1,22330642
Pgr,Erbb2,-1,15917412;18483177
Pgr,Foxp3,-1,18685848
Pgr,Il10,-1,18685848
Pgr,Klk1b26,1,9052414
Pgr,Klk1b8,1,9052414
Pgr,Klk1b9,1,9052414
Pgr,Klk1b1,1,9052414
Pgr,Klk1b11,1,9052414
Pgr,Klk1b27,1,9052414
Pgr,Klk1b22,1,9052414
Pgr,Klk1b21,1,9052414
Pgr,Klk1b5,1,9052414
Pgr,Klk1b16,1,9052414
Pgr,Klk1b3,1,9052414
Pgr,Klk1b24,1,9052414
Pgr,Klk1b4,1,9052414
Pgr,Klk1,1,9052414
Pgr,Rela,-1,8626413
Rela,Pgr,-1,8626413
Pgr,Ywhaq,1,22329840
Phf8,Cdc20,1,23979597
Phox2b,Msx1,-1,18201699
Pias1,Cyp17a1,1,21467194
Pias1,Fabp2,1,22539995
Pias1,Prmt1,-1,19136629
Pias1,Pdgfb,1,22539995
Pias2,Ar,1,11117529
Pias2,Lrrn3,-1,21908575
Pias2,Mycn,-1,21123453
Pias3,Atf1,1,17565989
Pias4,Vdr,1,22564762
Pir,Nfkb1,1,14573596
Pitx1,Gnrh1,-1,19106114
Pitx1,Hes1,-1,21425961
Pitx1,Irf2,-1,12242290
Pitx1,Irf7,-1,12242290
Pitx1,Jun,-1,21425961
Pitx1,Nkx3-1,-1,21425961
Pitx1,Runx1,-1,21425961
Pitx1,Runx2,-1,21425961
Pitx1,Trib2,-1,21425961
Pitx2,Gnrh1,-1,19106114
Pitx2,Wnt2,1,23250740
Pknox1,Meis1,1,12732210
Pknox1,Ptpn6,1,20864515
Pknox1,Syp,1,20864515
Plag1,Xrcc1,1,16596326
Pml,Bax,1,16007146
Pml,Casp3,1,16253165
Pml,Ccnd1,-1,15529177
Pml,Ccnt1,1,12727882
Pml,Cdkn1a,1,10356361;16007146
Pml,Eaf2,-1,18089734
Pml,Egfr,-1,12673202;9819401
Pml,Ep300,1,18809579
Pml,Flt3,1,17124055
Pml,Grip1,1,23542129
Pml,Hck,1,21993313
Pml,Hipk2,1,18809579
Pml,Ifnb1,1,11042692
Pml,Nr4a1,-1,12032831
Pml,Pml,1,15529177
Pml,Tnfaip3,-1,12080044
Pml,Tnfsf10,1,15459016
Pml,Uba7,-1,11891284
Pou1f1,Bdkrb1,1,10842322
Pou1f1,Cga,1,11081207;15817838
Pou1f1,Insm1,1,8188699
Pou2af1,Id2,1,24801987
Pou2af1,Spib,1,24801987
Pou2af1,Tk1,1,15831936
Pou2af1,Tnfrsf17,1,17621271
Pou2f1,Ar,1,21387309
Pou2f1,Bdkrb1,1,10842322
Pou2f1,Gata1,1,7499351
Pou2f1,Gcm1,1,11071865
Pou2f1,Gnrh1,1,15138251;15319450
Pou2f1,Il2ra,1,9135552
Pou2f1,Lgals4,1,12391146
Pou2f1,Mad2l1,1,15563594
Pou2f1,Plau,1,10951201
Pou2f1,Pou2af1,1,11847120
Pou2f1,Rrm2b,1,11978967
Pou2f1,Sdc4,1,19212692
Pou2f1,Snai2,1,23836662
Pou2f1,Snapc1,1,9644240
Pou2f1,St6gal1,1,10814704
Pou2f1,Tk1,1,15831936
Pou2f1,Twist1,1,23836662
Pou2f1,Txnrd1,1,11375392
Pou2f2,Id2,1,24801987
Pou2f2,Il5,1,10491186;11509003
Pou2f2,Spi1,1,12592383;16304050
Pou2f2,Spib,1,24801987
Pou2f2,Spp1,1,11126367
Pou2f2,Tk1,1,15831936
Pou3f1,Gnrh1,1,9032292
Pou3f2,Gnrh1,1,11875100
Pou3f2,Nkx2-1,1,23358112
Pou3f2,Pde5a,-1,21215707
Pou4f1,Hpse,1,16112651
Pou4f1,Hsp90aa1,1,15818685
Pou4f2,Hsp90aa1,1,15818685
Pou5f1,Ddc,1,9602135
Pou5f1,Dlx5,-1,17068183
Pou5f1,Eomes,-1,17068183
Pou5f1,Gadd45a,1,11704867
Pou5f1,Gata6,-1,14990861;17068183;22795133
Pou5f1,Hlx,-1,17068183
Pou5f1,Id2,-1,17068183
Pou5f1,Itga6,1,22311737
Pou5f1,Sema6a,1,17671748
Pou5f1,Tbxt,-1,17068183
Pou5f1,Tbx18,-1,17068183
Ppara,Acadl,1,20110263
Ppara,Apob,1,11925428;16542871
Ppara,Apobr,-1,12700342
Ppara,Il6ra,-1,14764586
Ppara,Mmp9,-1,17077283;19576184;21840940
Ppara,Slc9a1,1,19958503
Ppara,Sod2,1,19958503
Ppara,Srebf2,-1,16946405
Ppara,Stat5a,1,21542777
Ppara,Sult2a1,1,20110263
Ppara,Tuba1b,1,23029400
Ppara,Ugt1a9,1,12582161
Ppard,Ang,-1,17511960
Ppard,Cat,1,18048767
Ppard,Lpl,1,10634806
Ppard,Sod1,1,18048767;20075336
Ppard,Timp1,1,17511960
Ppard,Txn,1,18048767
Pparg,Acat1,1,19049899
Pparg,Ager,-1,16368901;18538667;18855759;19902320;20004657
Pparg,Apob,-1,16542871
Pparg,Apobr,-1,12700342
Pparg,Bad,1,14960510
Pparg,Bcl2l1,-1,14960510
Pparg,Brs3,1,17355223
Pparg,Ccne1,-1,14960510
Pparg,Cd83,1,15356156;20672290
Pparg,Cflar,-1,17172826
Pparg,Cldn2,1,16688762
Pparg,Cpt1b,1,15356291
Pparg,Csf1,-1,18566389
Pparg,Ero1a,1,17452443;18177270
Pparg,Gdf15,1,14662774;20385121
Pparg,Icam1,-1,10512746;10645917;17183189;17425601;17610002;18206249;19345798;19524923
Pparg,Jag1,1,20436223
Pparg,Notch4,1,20436223
Pparg,Pdk2,-1,15955060
Pparg,Pou2f1,1,12881480
Pparg,Slc5a5,1,17614769
Pparg,Socs7,1,20357037
Pparg,Tnfrsf11b,-1,11485016;12056809;20150512
Pparg,Tshr,-1,17614769
Pparg,Ugt1a9,1,12582161
Ppargc1a,Aldob,1,16891307
Ppargc1a,Apoa5,1,16051671;16891307
Ppargc1a,Cyp7a1,1,16488887;16891307
Ppargc1a,Mfn2,1,17828388
Ppargc1a,Mlycd,1,16434556
Ppargc1a,Otc,1,16891307
Ppargc1a,Pck2,1,16891307
Prdm1,Gcsam,-1,21722313
Prdm1,Lmo2,-1,21722313
Prdm2,Kmt5a,1,24423864
Prox1,Nr1i2,-1,22023334
Prox1,Nr5a2,-1,19264593
Prox1,Rgs4,-1,22942256
Prox1,Six3,1,11554737
Ptf1a,Cel,1,11023822
Pura,Fas,-1,10903433
Pura,Pcna,-1,18386260
Rara,Anxa8,-1,1313714
Rara,Ccna1,-1,11090075
Rara,Crabp1,1,18000064
Rara,Cyp1a1,1,15325265
Rara,Ets1,1,11327309
Rara,Macrod1,-1,19698236
Rara,Prkca,1,11525643
Rara,Scd1,1,11397803
Rara,Thbd,1,11036068;15020266;9269772;9720716
Rarb,Thbd,1,11036068;9269772
Rarg,Bglap,1,9113387
Rarg,Bglap3,1,9113387
Rarg,Bglap2,1,9113387
Rarg,Icam1,1,1355009
Rarg,Thbd,1,11036068
Rb1,Atf2,1,7702750
Atf2,Rb1,1,15618023;18638549
Rb1,Birc5,1,18504435
Rb1,Brca1,-1,20068145
Rb1,Cdh1,1,12391156
Rb1,Cdk1,1,8270002
Rb1,Cdkn1a,1,14527674;9671466
Rb1,Dhfr,-1,9671466
Rb1,E2f2,-1,9671466
Rb1,Ebna1bp2,1,22169551
Rb1,Fgfr1,-1,19303924
Rb1,Igf1,1,18281476
Rb1,Map3k5,1,19610065
Rb1,Myc,-1,10200487;7680889;9671466
Rb1,Pcna,-1,9671466
Rb1,Pparg,1,20971808
Pparg,Rb1,1,22472882
Rb1,Rb1,-1,8264596
Rb1,Rbl1,-1,9671466
Rb1,Sftpd,1,11596110
Rb1,Tgfbi,1,7680889
Rb1,Tp53bp2,1,19610065
Rb1,Vegfa,1,16007189
Rb1,Wrn,1,11896071
Rel,Bcl2a1,1,11880364
Rel,Cdkn1a,1,15566959
Rel,Csrp1,1,14522018
Rel,Il10,1,9310124
Rel,Klk1b26,1,17011549
Rel,Klk1b8,1,17011549
Rel,Klk1b9,1,17011549
Rel,Klk1b1,1,17011549
Rel,Klk1b11,1,17011549
Rel,Klk1b27,1,17011549
Rel,Klk1b22,1,17011549
Rel,Klk1b21,1,17011549
Rel,Klk1b5,1,17011549
Rel,Klk1b16,1,17011549
Rel,Klk1b3,1,17011549
Rel,Klk1b24,1,17011549
Rel,Klk1b4,1,17011549
Rel,Klk1,1,17011549
Rel,Tnfaip3,1,11880364
Rela,Abcg2,1,10342828
Rela,Adora1,1,9547356
Rela,Adora2a,1,17082635
Rela,Adora3,1,17216675
Rela,Ager,1,18622638;19616578
Rela,Akt2,-1,20514445
Rela,Alox5,-1,15517885
Rela,Alox5ap,1,20194722
Rela,Amh,1,15383177
Rela,Bad,1,20596645
Rela,Bdkrb1,1,15705059
Rela,Bgn,1,15536164
Rela,Birc2,1,12010810;12687011;12714587;15050749;15756023;16453001;17673602;18566231;20103608
Rela,Birc5,1,14739605;17553314;20126979
Rela,Casp3,1,20056115
Rela,Casp9,1,20056115
Rela,Cck,1,11022044
Rela,Ccl2,1,10049733
Rela,Ccl19,1,12820969;17182562;25656506
Rela,Ccl22,-1,12820969;17018379;19122653
Rela,Ccl4,1,11342414;22030901;27737814
Rela,Ccnb1,1,11861406;19610058
Rela,Ccnd2,1,18504428;21790895
Rela,Ccr2,1,19156404
Rela,Ccr3,1,16604092
Rela,Ccr7,1,11830455;19164127;22158872
Rela,Cd69,1,10480634
Rela,Cd80,1,11359799;12860928
Rela,Cd83,1,19164127
Rela,Cdh1,1,20683022
Rela,Cdk4,1,18425349
Rela,Cdk6,1,18504428
Rela,Ceacam2,1,11306560
Rela,Ceacam1,1,11306560
Rela,Cfi,1,10630630
Rela,Cflar,1,15723831;15986355;18073330;18222423;19343319
Rela,Col1a1,-1,10541434;11277268
Rela,Col2a1,-1,19022820
Rela,Col7a1,1,10086338
Rela,Ptgs1,1,19570036
Rela,Csnk2a1,1,19027835
Rela,Ctsb,1,15102937;18598236
Rela,Cxcr2,1,18555777;19156404
Rela,Cyp19a1,-1,15459115;18519709
Rela,Cyp1a1,1,19928584
Rela,Cyp27b1,1,19928584
Rela,Cyp2e1,-1,19002106;19928584
Rela,Cyp3a13,1,19928584
Rela,E2f1,1,16725311
E2f1,Rela,1,24755270
Rela,Epas1,1,20495570
Rela,Epcam,-1,11505407
Rela,Erap1,1,20103633
Rela,F8,1,10959692
Rela,Faf1,1,17046979
Rela,Fbp1,1,11023824
Rela,Fgf7,1,9869450
Rela,Vegfd,1,18941249
Rela,Flt4,1,19901262
Rela,Foxo3,1,19299143
Rela,Gadd45g,1,23681230
Rela,Gclc,1,11233143
Rela,Gfap,1,16516312;20471977
Rela,Gkn2,-1,17595528
Rela,Grin1,1,15950782
Rela,Gsk3a,1,11579131
Rela,Gtf2b,1,7706261
Rela,Hbegf,1,22641673
Rela,Hdac1,1,23027620
Rela,Hdac7,1,21243522
Rela,Hyal1,1,18718911
Rela,Igf2bp2,1,17426251
Rela,Il17a,1,17161467;21243522
Rela,Il18,1,10227974;15963597;17399992
Rela,Il1a,1,17612514;21106671;21131967;23195252;27076634;27371733
Rela,Irf4,1,17018379
Rela,Itgax,1,7678251
Rela,Junb,1,17018379
Rela,Kdm2a,1,20080798
Rela,Klk1b26,1,11909978;15517885
Rela,Klk1b8,1,11909978;15517885
Rela,Klk1b9,1,11909978;15517885
Rela,Klk1b1,1,11909978;15517885
Rela,Klk1b11,1,11909978;15517885
Rela,Klk1b27,1,11909978;15517885
Rela,Klk1b22,1,11909978;15517885
Rela,Klk1b21,1,11909978;15517885
Rela,Klk1b5,1,11909978;15517885
Rela,Klk1b16,1,11909978;15517885
Rela,Klk1b3,1,11909978;15517885
Rela,Klk1b24,1,11909978;15517885
Rela,Klk1b4,1,11909978;15517885
Rela,Klk1,1,11909978;15517885
Rela,Lipe,1,17272828
Rela,Lpl,1,20200316
Rela,Ltc4s,-1,12574384
Rela,Mgmt,1,17875738;22675172
Rela,Mif,1,18710704
Rela,Mmp1a,1,11376631;16210649;16278291;16385502
Rela,Mmp12,1,20051654
Rela,Mmp13,1,12734180;19022820;19783677
Rela,Mmp14,1,19303700;21627988
Rela,Mmp2,1,17498959;19303700;20352621
Rela,Ncam1,1,19091137
Rela,Ncor2,1,17876798
Rela,Nfkbiz,1,20220144
Rela,Nolc1,1,21266110
Rela,Nox4,1,20622120
Rela,Olr1,1,15001526
Rela,Optn,1,19340308
Rela,Oxtr,1,21734268
Rela,Pck2,-1,20137375
Rela,Pcyt2,1,18583706
Rela,Pdk4,-1,21625432
Rela,Plaur,1,12244126;19020743
Rela,Plin1,1,17272828
Rela,Pou2f2,1,9360945
Rela,Ppard,-1,14708613
Rela,Ppig,1,19928584
Rela,Prox1,1,19901262
Rela,Psmb10,1,18694960
Rela,Psmb9,1,18694960
Rela,Ptafr,1,11502209
Rela,Ptger4,1,23300802
Rela,Ptges,1,17928629
Rela,Ptgfr,1,16855208
Rela,Pthlh,1,17554373
Rela,Ptpn13,1,11696979;16306044
Rela,Ptpn6,1,18948549
Rela,Reps2,-1,15184881
Rela,Rgs4,1,18260825
Rela,Ripk2,1,19693652
Rela,Sdc1,1,16132527
Rela,Serpina3c,-1,11027208
Rela,Serpina3k,-1,11027208
Rela,Serpina3m,-1,11027208
Rela,Serpinb1a,1,10861849
Rela,Slc25a27,1,20385226
Rela,Slc9a2,1,11254504
Rela,Snai1,1,17665043;18477483;19538137
Rela,Stat4,1,17046972
Rela,Stk39,1,18787102
Rela,Tap1,1,18694960
Rela,Tap2,1,18694960
Rela,Tapbp,1,18694960
Rela,Tbp,1,7706261;9023117
Rela,Tbx21,1,17407192
Rela,Tert,1,18541630
Rela,Tf,1,12744731;22119392
Rela,Tff1,1,17565651
Rela,Tff3,1,12297725;12912861
Rela,Thbd,-1,17211835;22406829
Rela,Tlr3,1,16423052;20658750
Rela,Tlr7,1,16423052;20658750
Rela,Tnfaip3,1,10807933;11880364;19343319
Rela,Tnfrsf10b,-1,12615723;21243522
Rela,Tnfrsf13c,1,20025535
Rela,Tnfrsf9,1,12706838
Rela,Tnfsf10,1,11544302;12615723;20542572;21243522
Rela,Tnfsf14,1,21243522
Rela,Trib3,-1,12736262
Rela,Trim21,1,23391827
Rela,Trpc1,1,16709572
Rela,Tslp,1,22270071
Rela,Vegfa,1,12160329;15517885;15856023;16684540;17407600;17673602;18056465;18184402;20103608;20538607
Rela,Vwf,1,10848823
Rela,Xiap,1,14739605;15041463;15756023;16157589;16453001;18223231;18566231;18761050;18978816
Relb,Ccl19,1,12820969;15470505;17182562;19655301;20953353
Relb,Ccl21a,1,15470505;20953353
Relb,Ccl21c,1,15470505;20953353
Relb,Ccl21b,1,15470505;20953353
Relb,Cd40,1,11027342;12530984
Relb,Pigr,1,15265917
Rest,Cd59b,-1,20421646
Rest,Chga,-1,17064356;19118055;22449227
Rest,Chgb,-1,19118055
Rest,Gabrb3,-1,22765836
Rest,Kcnn4,-1,16209944
Rest,Pcsk1,-1,19118055
Rest,Penk,-1,21832040
Rest,Scg3,-1,19118055
Rest,Vgf,-1,19118055
Rfx1,Hdac1,1,16464847
Rfx1,Il5ra,1,10330134;10706293
Rfx1,Msln,1,23025254
Rfx1,Myc,-1,10918054;12032779
Rfx2,Il5ra,1,10330134;10706293
Rfx3,Il5ra,1,10330134;10706293
Rfx3,Map1a,-1,12411430
Rfx5,Hdac2,1,16464847
Rfx5,H2-DMa,1,11258423;7495736
Rfx5,H2-Oa,1,11258423
Rfx5,H2-Aa,1,11258423
Rfx5,H2-Ab1,1,11258423;18723135
Rfx5,H2-Ea,1,10586057;11258423;7744245
Rfx5,P04224,1,10586057;11258423;7744245
Rfxank,H2-DMa,1,11258423
Rfxank,H2-Oa,1,11258423
Rfxank,H2-Aa,1,11258423
Rfxank,H2-Ab1,1,11258423
Rfxank,H2-Ea,1,11258423
Rfxank,P04224,1,11258423
Rfxap,H2-DMa,1,11258423
Rfxap,H2-Oa,1,11258423
Rfxap,H2-Aa,1,11258423
Rfxap,H2-Ab1,1,11258423;18723135
Rfxap,H2-Ea,1,11258423
Rfxap,P04224,1,11258423
Rnf14,Ccnd1,1,17510080
Rora,E2f1,1,24891616
Rora,Npsr1,-1,23565190
Rora,Tuba1b,1,23029400
Rorc,Il17a,1,16990136;18164222;18434325;19578368;21151104;21674483;22989874;24362892;25583575
Rorc,Il22,1,18164222;19578368
Rorc,Il22b,1,18164222;19578368
Rreb1,Slc39a3,1,21613827
Runx1,Baalc,1,22493267
Runx1,Bpi,1,14623259
Runx1,Ccnd2,1,19379567
Runx1,Gp1ba,1,17725493
Runx1,Itgb2,1,12855590
Runx1,Jun,1,20959602
Runx1,Mad2l1,-1,20190817
Runx1,Mecom,1,22689058
Runx1,Mpo,1,11023523
Runx1,Myh10,-1,22395608
Runx1,Nfkb1,1,19686049
Runx1,Pik3cd,1,19638627
Runx1,Sympk,-1,19328795
Ar,Runx2,-1,19389811
Runx2,Ar,1,24648349
Runx2,Elane,1,14594802
Runx2,Mmp2,1,22641097
Runx2,Plau,1,18331818
Runx2,Pth,1,11814673
Runx2,Snai3,1,22641097
Twist1,Runx2,-1,12270142;15030764;21503964;21931630
Runx2,Twist1,1,22641097
Runx2,Vegfc,1,22641097
Runx3,Capn10,1,17956589
